event,year,date,company,tickers,speaker,announcement,category,summary,key_number,metric_value,metric_unit,ship_quarter,availability,quote,confidence,video_id,video_url
COMPUTEX,2026,2026-06-03,Gigabyte,2376.TW;NVDA,Enter Infinity,Aorus GeForce RTX 5080 Infinity Wood,gpu,Gigabyte announced a wood-accented Aorus GeForce RTX 5080 Infinity Wood graphics card. It pairs the RTX 5080 with Gigabyte's Windforce Hyperblast cooling system and matching wood design language.,,,,,announced,"To complete the wood theme ecosystem, I'm thrilled to announce Orus GeForce RTS 5080 Infinity Wood.",0.83,avtpBZH6exw,https://www.youtube.com/watch?v=avtpBZH6exw
COMPUTEX,2026,2026-06-03,Gigabyte,2376.TW,Enter Infinity,B850M Aorus Stealth and B850M Aorus Stealth Ice,platform,Gigabyte introduced the B850M Aorus Stealth and B850M Aorus Stealth Ice as reverse-connector MicroATX gaming motherboards. The announcement expands Gigabyte's cable-hidden motherboard ecosystem into MATX.,more than 50 different models,50.0,count,,announced,We have partnered with over 20 top tiers manufacturers ensuring out ofbox compatability with more than 50 different models.,0.86,avtpBZH6exw,https://www.youtube.com/watch?v=avtpBZH6exw
COMPUTEX,2026,2026-06-03,Gigabyte,2376.TW,Enter Infinity,Aorus Elite AIO coolers,other,"Gigabyte announced Aorus Elite AIO liquid coolers with a latest-generation dual-chamber pump, single-frame radiator fans, edge-to-edge lighting, and an onboard display. The coolers add monitoring for CPU, pump, VRAM, and memory data when paired with Gigabyte components.",,,,,announced,Introducing the ORS Elite AIO coolers.,0.88,avtpBZH6exw,https://www.youtube.com/watch?v=avtpBZH6exw
COMPUTEX,2026,2026-06-03,Gigabyte,2376.TW,Enter Infinity,Aorus P1600 AI Top PSU,other,"Gigabyte announced the Aorus P1600 AI Top, a compact flagship PSU for local AI desktops and multi-GPU systems. It supports up to four graphics cards with native 16-pin PCIe cables and carries 80 Plus Titanium efficiency.",1600 watt,1600.0,W,,announced,"Again, that's why we engineer the OSB 1600 AI talk, our flagship 1600 watt PSU built for the next gen AI systems.",0.86,avtpBZH6exw,https://www.youtube.com/watch?v=avtpBZH6exw
COMPUTEX,2026,2026-06-03,Gigabyte,2376.TW,Enter Infinity,Aorus C510 Glass Infinity case,other,"Gigabyte announced the Aorus C510 Glass Infinity, a compact MicroATX case with an integrated gaming display and flexible orientation. It is designed for portable, clean-layout AI and gaming builds with reverse-connector motherboard support.",25 L,25.0,L,,announced,"Introducing Orus C510 Glass Infinity, a very compact 25 L MicroATX case, and it's a transformer.",0.88,avtpBZH6exw,https://www.youtube.com/watch?v=avtpBZH6exw
COMPUTEX,2026,2026-06-03,Gigabyte,2376.TW,Enter Infinity,Aorus K10 Infinity keyboard,other,"Gigabyte announced the Aorus K10 Infinity gaming keyboard with Hall-effect magnetic switches, per-key actuation programming, an OLED touchscreen, and onboard performance analytics. It targets high-end gamers seeking low latency and configurable input behavior.","8,000 Hz",8000.0,Hz,,announced,"And it is not just precise, it is fast.",0.82,avtpBZH6exw,https://www.youtube.com/watch?v=avtpBZH6exw
COMPUTEX,2026,2026-06-03,Gigabyte,2376.TW;NVDA,Enter Infinity,Aorus M10 Infinity mouse,other,"Gigabyte announced the Aorus M10 Infinity mouse with optical switches, Nvidia Reflex compatibility, and a hybrid aluminum-magnesium alloy base. The mouse is positioned for low-latency competitive gaming with premium materials.","8,000 Hz",8000.0,Hz,,announced,"The M10 utilize optical switches up to 8,000 Hz poly rate also and the compatibility with Nvidia reflex.",0.85,avtpBZH6exw,https://www.youtube.com/watch?v=avtpBZH6exw
COMPUTEX,2026,2026-06-03,Gigabyte,2376.TW,Enter Infinity,Gmaz Web Edition,software,"Gigabyte introduced Gmaz Web Edition as a browser-based, software-free control center for customizing its peripherals. Settings and stats are stored locally on the keyboard and mouse for portability across systems.",,,,,announced,So to complete the peripherals here we introduce Gmaz web edition a software free control center all the customized settings and stats that we've just mentioned are stored locally on the keyboard and mouse you just need to open the link on your browser then adjust everything directly so wherever you go your setup goes with you now let's jump back to the systems and talk about what truly drive performance these days.,0.74,avtpBZH6exw,https://www.youtube.com/watch?v=avtpBZH6exw
COMPUTEX,2026,2026-06-03,Gigabyte,2376.TW;NVDA,Enter Infinity,"Aorus GeForce RTX 5080, 5070 Ti and 5070 Infinity graphics cards",gpu,"Gigabyte expanded the Aorus Infinity graphics card lineup beyond the flagship with RTX 5080, RTX 5070 Ti, and RTX 5070 models. The cards use Windforce cooling and a stealth cable design for cleaner builds.",,,,,announced,Introducing the Orus GeForce 5080 Infiniti joined by the 5070Ti and 5070 Infiniti that comes later as part of the 4 series.,0.84,avtpBZH6exw,https://www.youtube.com/watch?v=avtpBZH6exw
COMPUTEX,2026,2026-06-03,Gigabyte,2376.TW,Enter Infinity,GPU Selector for Aorus AI Box,software,"Gigabyte announced GPU Selector software for its Aorus AI Box external GPU products, assigning applications across multiple GPUs based on real-time performance. The tool is aimed at reducing GPU resource conflicts in gaming, streaming, content creation, and local AI workloads.",,5.0,x,,announced,This could be a substantial leap efficiency and responsiveness especially in demanding use cases like gaming while streaming content creation or running local AI workloads simultaneously and in an optimized scenarios you can boost up to five time faster performance compared to a default unadjust settings.,0.88,avtpBZH6exw,https://www.youtube.com/watch?v=avtpBZH6exw
COMPUTEX,2026,2026-06-03,Gigabyte,2376.TW;AMD;NVDA,Enter Infinity,AI Top 100 local AI supercomputer,server,"Gigabyte introduced the AI Top 100, a local AI supercomputer for developers, researchers, and teams building AI agents. It combines high-end desktop CPUs and GPUs with large memory and local deployment to run models on-premises without cloud dependency.",200 billion parameters,200.0,B parameters,,announced,"AMD Ryzen 9 9950X, Nvidia GeForce RTX 5090 or AMD Radian AI Pro are 9700s up to 128 GB of DDR5i memory, 1600 W 80 plus certificate power supply, support for local AI models up to 200 billion parameters.",0.9,avtpBZH6exw,https://www.youtube.com/watch?v=avtpBZH6exw
COMPUTEX,2026,2026-06-03,Gigabyte,2376.TW,Enter Infinity,Aorus Elite monitor series,other,"Gigabyte announced the Aorus Elite gaming monitor series, including 27-inch and 32-inch tandem OLED models with QHD and UHD options. The lineup emphasizes premium display performance, tactical gaming features, and selected extended warranty coverage.",540,540.0,Hz,,announced,The lineup are with both QHD and UHD resolutions with refresh rate ranging from 240 Hz up to 540.,0.87,avtpBZH6exw,https://www.youtube.com/watch?v=avtpBZH6exw
COMPUTEX,2026,2026-06-03,Gigabyte,2376.TW,Enter Infinity,Aorus Elite multi-mode 5K mini LED gaming monitor,other,"Gigabyte announced a multi-mode 5K mini LED gaming monitor for the Aorus Elite series. It supports switching among 5K, 4K, and QHD modes and uses high local dimming density for improved contrast and reduced haloing.","over 9,000 units of LED",9000.0,count,,announced,"Furthermore, we are also very excited to introduce the world's first multi mode 5K mini LED gaming monitor with a glassy display to our Aurus Elite series.",0.86,avtpBZH6exw,https://www.youtube.com/watch?v=avtpBZH6exw
COMPUTEX,2026,2026-06-03,Gigabyte,2376.TW,Enter Infinity,AI OLED Care Pro with four-year burn-in warranty,software,"Gigabyte announced AI OLED Care Pro, an automated OLED protection system that performs background usage monitoring and pixel cleaning. Selected Aorus Elite OLED models will include burn-in warranty coverage of up to four years.",4 years,4.0,years,,announced,"Therefore, today we are proud to announce that selected models, including the FO27Q28G, come with an extended warranty that covers burning for over up to 4 years.",0.9,avtpBZH6exw,https://www.youtube.com/watch?v=avtpBZH6exw
COMPUTEX,2026,2026-06-03,Gigabyte,2376.TW;NVDA,Enter Infinity,NVMP4 quantization integration in Gmate Creator,software,Gigabyte announced integration of Nvidia NVMP4 quantization into its Gmate Creator software. The feature is presented as improving large language model performance and efficiency on Gigabyte AI PCs.,180% performance boost,180.0,%,,announced,"Through our collaboration with Nvidia, we have integrated the new MVMP4 quantization into our GMA creator.",0.77,avtpBZH6exw,https://www.youtube.com/watch?v=avtpBZH6exw
COMPUTEX,2026,2026-06-03,Gigabyte,2376.TW;INTC,Enter Infinity,Gigabyte Gaming A16 laptop,platform,Gigabyte announced the Gaming A16 laptop powered by Intel Core Ultra 9 and high-TGP graphics in a slim chassis. The product targets portable gaming and AI workloads with improved performance efficiency.,155 W,155.0,W,,announced,The brand new Gigabyte Gaming A16 delivers a major leap in performance.,0.78,avtpBZH6exw,https://www.youtube.com/watch?v=avtpBZH6exw
COMPUTEX,2026,2026-06-03,Gigabyte,2376.TW;AMD;NVDA,Enter Infinity,Aorus Master 16 laptop,platform,"Gigabyte announced the Aorus Master 16, a thin 16-inch gaming laptop using AMD's Ryzen 9 9955HX3D CPU and Nvidia RTX 5090 Laptop GPU. It targets desktop-class gaming and AI performance in a 19 mm chassis.",19 mm,19.0,mm,,announced,We proudly announce our brand new Orals Master 16.,0.86,avtpBZH6exw,https://www.youtube.com/watch?v=avtpBZH6exw
COMPUTEX,2026,2026-06-02,Intel,INTC,Lip-Bu Tan,Intel 18A full-scale process,platform,"Intel said its 18A process is now at full scale and is supporting a full product lineup with hundreds of design wins. This matters because 18A is the manufacturing foundation Intel is using to reassert process competitiveness across client, edge and data-center products.",,,count,,GA,The Intel 18A process is now at full scale.,0.86,SJ-VzWpgQ5s,https://www.youtube.com/watch?v=SJ-VzWpgQ5s
COMPUTEX,2026,2026-06-02,Intel,INTC,Lip-Bu Tan,Intel Arc G3 handheld gaming GPU,gpu,"Arc G3 is a tuned high-performance GPU derived from Core Ultra Series 3 for handheld gaming devices. Intel claimed materially better performance and power versus competition, with devices available later in the month.",40% faster,40.0,%,2026Q2,announced,"We are more than 40% faster, 40% faster, and at the same performance, we're half the power.",0.91,SJ-VzWpgQ5s,https://www.youtube.com/watch?v=SJ-VzWpgQ5s
COMPUTEX,2026,2026-06-02,Intel,INTC,Lip-Bu Tan,Intel Series 3 for edge designs,platform,"Intel is taking its latest Series 3 products into edge markets across multiple verticals. The announcement extends client silicon into edge AI use cases such as manufacturing, robotics and retail.",over 130 designs,130.0,count,2026,announced,"And that's why this year, we're taking our latest series 3 products into the edge business with over 130 designs in multiple verticals.",0.88,SJ-VzWpgQ5s,https://www.youtube.com/watch?v=SJ-VzWpgQ5s
COMPUTEX,2026,2026-06-02,Intel,INTC,Lip-Bu Tan,Perplexity hybrid agentic inference on Core Ultra Series 3,software,Intel and Perplexity announced hybrid agentic inference that runs smaller local models on the Core Ultra Series 3 GPU while orchestrating cloud models for non-private tasks. This positions Intel client silicon as part of an AI-agent privacy and cost architecture.,20 different AI models,20.0,count,,announced,"And so for the first time ever, we work together to create hybrid agenic inference.",0.84,SJ-VzWpgQ5s,https://www.youtube.com/watch?v=SJ-VzWpgQ5s
COMPUTEX,2026,2026-06-02,Intel,INTC,Lip-Bu Tan,Intel Xeon 6 Plus,cpu,"Xeon 6 Plus is a new Intel data-center CPU built on Intel 18A with dense E-core compute and large L3 cache. Intel positioned it for cloud, network infrastructure and agentic AI workloads where CPU density and efficiency matter.",288 eores,288.0,count,2026Q2,announced,That is why we are excited to have Intel Xeon 6 Plus introduced at the Computex this week.,0.95,SJ-VzWpgQ5s,https://www.youtube.com/watch?v=SJ-VzWpgQ5s
COMPUTEX,2026,2026-06-02,Intel,INTC,Lip-Bu Tan,Xeon 6 Plus ODM server solutions,server,Intel said ODM partners are bringing Xeon 6 Plus server and rack solutions to market immediately. This indicates ecosystem readiness beyond the CPU announcement itself.,,,,2026Q2,shipping,"Moreover, our ODM partners are bringing Zeon 6 plus solutions to the market today.",0.88,SJ-VzWpgQ5s,https://www.youtube.com/watch?v=SJ-VzWpgQ5s
COMPUTEX,2026,2026-06-02,Intel,INTC,Lip-Bu Tan,Intel Rack Scale Blueprints,platform,Intel launched a rack-scale blueprint initiative for intelligent infrastructure based on open standards. The first examples target agentic performance with Xeon 6 P-cores and agent density with Xeon 6 Plus E-cores.,,,,,announced,That is why we start the initiative called Rex scale blueprints.,0.9,SJ-VzWpgQ5s,https://www.youtube.com/watch?v=SJ-VzWpgQ5s
COMPUTEX,2026,2026-06-02,Intel,INTC;2317.TW,Lip-Bu Tan,Intel-Foxconn rack-scale AI infrastructure partnership,partnership,Intel and Foxconn announced work on rack-scale products built on Intel Xeon processors. The partnership targets differentiated rack-scale AI infrastructure solutions for diverse AI workloads.,,,,,announced,Intel and Foxcom are working together to develop Rex scale products built upon Intel Xeon processors.,0.92,SJ-VzWpgQ5s,https://www.youtube.com/watch?v=SJ-VzWpgQ5s
COMPUTEX,2026,2026-06-02,Intel,INTC,Lip-Bu Tan,SambaNova SM50 rack-scale AI infrastructure with Xeon 6,accelerator,SambaNova said the SM50 rack-scale AI infrastructure combines Intel Xeon 6 processors with SambaNova SM50 RDUs for agentic workloads. The system is slated to ship to customers later in the year.,,,,2H26,announced,It uses Intel Xeon 6 processors with Sonova SM50 RDUs and shipping to customers later this year.,0.9,SJ-VzWpgQ5s,https://www.youtube.com/watch?v=SJ-VzWpgQ5s
COMPUTEX,2026,2026-06-02,Intel,INTC;NVDA,Lip-Bu Tan,Intel-SambaNova-Nvidia heterogeneous disaggregated inference,platform,"Intel and SambaNova demonstrated a heterogeneous disaggregated inference stack using Intel CPUs, SambaNova RDUs and Nvidia GPUs. The companies claimed the architecture can reduce end-to-end latency and outperform GPU-only inference in tests.",,,x,,announced,"So the initial result of our work is disagregated inference is the the GPUs, the RDUs, the CPUs that's the fastest and artificial analysis and our test found to be two to three times faster than just the GPUs alone.",0.83,SJ-VzWpgQ5s,https://www.youtube.com/watch?v=SJ-VzWpgQ5s
COMPUTEX,2026,2026-06-02,Intel,INTC,Lip-Bu Tan,Vector Core Compute VC2 disaggregated inference neocloud,platform,"Vista Equity Partners and Cambium Capital launched Vector Core Compute VC2, described as a commercially available architecture for disaggregated inference. The effort targets conversion of existing data centers into inference data centers, with Together AI named as first commercial customer.",over 50 deployments planned,50.0,count,,announced,The demo you just witnessed with Rodrigo was conducted live in our Los Angeles data center and we have over 50 deployments planned in the US which are targeted to convert existing data centers to inference data centers.,0.86,SJ-VzWpgQ5s,https://www.youtube.com/watch?v=SJ-VzWpgQ5s
COMPUTEX,2026,2026-06-02,Intel,INTC,Lip-Bu Tan,Intel purpose-built silicon market entry,other,Intel announced it has officially entered the purpose-built/custom silicon market. The effort extends Intel IP and design capabilities to external customers beyond Intel’s own products.,,,,,announced,I was just thinking what better place than Computex and Taipei where custom silicon really is the name of the game here to announce that Intel has officially entered this market.,0.89,SJ-VzWpgQ5s,https://www.youtube.com/watch?v=SJ-VzWpgQ5s
COMPUTEX,2026,2026-06-02,Intel,INTC;GOOGL,Lip-Bu Tan,Google infrastructure processing unit partnership,partnership,Intel disclosed a partnership with Google under which Intel is delivering an infrastructure processing unit for hyperscaler workloads. Intel said the silicon is already designed and being deployed.,,,,2026Q2,shipping,Google and Intel have gone into a partnership wherein Intel is delivering what is called as the infrastructure processing unit.,0.9,SJ-VzWpgQ5s,https://www.youtube.com/watch?v=SJ-VzWpgQ5s
COMPUTEX,2026,2026-06-02,Intel,INTC;ERIC,Lip-Bu Tan,Ericsson next-generation infrastructure silicon partnership,partnership,Intel said Ericsson chose Intel to deliver next-generation infrastructure silicon at global scale for telecom markets. This is a custom silicon win in Intel’s purpose-built silicon business.,,,,,announced,Ericson has been uh partnering with us and Erikson chooses us wherein we deliver or Intel delivers the next generation infrastructure silicon for at a global scale for them across the board.,0.87,SJ-VzWpgQ5s,https://www.youtube.com/watch?v=SJ-VzWpgQ5s
COMPUTEX,2026,2026-06-02,Intel,INTC,Lip-Bu Tan,Echo Neurotechnologies brain-trained algorithms collaboration,partnership,Intel and Echo Neurotechnologies announced work on brain-trained algorithms for streaming speech. The collaboration targets more efficient AI and potential speech-restoration tools for people who have lost speech.,,,,,announced,"Together, we're developing brain trained algorithms for streaming speech that approach the efficiency of biological computation.",0.78,SJ-VzWpgQ5s,https://www.youtube.com/watch?v=SJ-VzWpgQ5s
COMPUTEX,2026,2026-06-02,Intel,INTC,Lip-Bu Tan,Greenstone Biosciences life-science imaging reference architectures,partnership,Intel announced a partnership with Greenstone Biosciences to establish scalable reference architectures for life-science imaging and biomedical AI workloads. The collaboration combines Greenstone human biology data with Intel AI computing.,,,,,announced,We are partnering with Greenstone to establish scalable reference architectures applicable across the broader life science imaging ecosystem.,0.82,SJ-VzWpgQ5s,https://www.youtube.com/watch?v=SJ-VzWpgQ5s
COMPUTEX,2026,2026-06-02,Intel,INTC;HTHIY,Lip-Bu Tan,Hitachi collaboration on foundry tools and quantum computing systems,partnership,Intel highlighted Hitachi as a partner for foundry tools and quantum computing systems. The announcement frames Hitachi’s industrial capabilities as complementary to Intel advanced computing.,,,,,announced,Another key partners is Hitachi.,0.67,SJ-VzWpgQ5s,https://www.youtube.com/watch?v=SJ-VzWpgQ5s
COMPUTEX,2026,2026-06-02,Intel,INTC;SIEGY,Lip-Bu Tan,Siemens expanded semiconductor value-chain partnership,partnership,"Intel and Siemens expanded their partnership across chip design, manufacturing and chip applications in Siemens products. The collaboration includes EDA automation, manufacturing software, product lifecycle management, automation, electrification, quality and sustainability.",,,,,announced,We are expanding our partnership across the entire value chain from design to manufacturing to chip applications in seammen's products.,0.86,SJ-VzWpgQ5s,https://www.youtube.com/watch?v=SJ-VzWpgQ5s
COMPUTEX,2026,2026-06-02,Marvell,MRVL,CEO keynote,1.6T 2nm coherent optical solution,networking,Marvell said it will sample a 1.6 terabit coherent optical solution built on 2nm for long-distance data-center interconnect. This matters because coherent optics are required for AI scale-across links spanning hundreds to thousands of kilometers.,1.6 terabit,1.6,Tbps,2H26,sampling,"And later this year we'll be sampling the world's first 1.6 terabit, 2 nanometer coherent optical solution.",0.95,1Er0n1pJUgg,https://www.youtube.com/watch?v=1Er0n1pJUgg
COMPUTEX,2026,2026-06-02,Marvell,MRVL,CEO keynote,100T Ethernet switch,networking,"Marvell announced a new 100T Ethernet switch aimed at AI data centers, claiming industry-lowest power. It expands Marvell’s AI data-center switching portfolio at a higher aggregate bandwidth tier.",100 T,100.0,Tbps,,announced,And today we announced our new 100 to T Ethernet switch specifically designed for AI data centers with the industry's lowest power.,0.92,1Er0n1pJUgg,https://www.youtube.com/watch?v=1Er0n1pJUgg
COMPUTEX,2026,2026-06-02,Marvell,MRVL,CEO keynote,51.2T CPO-based switch with 3.2T optical engines,networking,Marvell showed a co-packaged optics switch using a 51.2T switch die surrounded by sixteen 3.2T optical engines. It demonstrates Marvell’s move to bring optical connectivity directly to the package to overcome copper power and density limits.,51.2 T,51.2,Tbps,,announced,"In this case, this is our 51.2 T switch and all around the edges are 16 3.2 T optical engines.",0.86,1Er0n1pJUgg,https://www.youtube.com/watch?v=1Er0n1pJUgg
COMPUTEX,2026,2026-06-02,Marvell,MRVL;NVDA,CEO keynote,Marvell-Nvidia strategic partnership expansion,partnership,"Marvell highlighted an expanded strategic partnership with Nvidia spanning optics, photonics and NVLink Fusion, alongside Nvidia’s $2 billion investment in Marvell. The partnership ties Marvell connectivity technologies into Nvidia’s AI infrastructure ecosystem and heterogeneous data-center architecture.",,2000000000.0,USD,,announced,And as part of this announcement that we made few months back in video invested two billion dollars into Marvall.,0.82,1Er0n1pJUgg,https://www.youtube.com/watch?v=1Er0n1pJUgg
COMPUTEX,2026,2026-06-02,Marvell,MRVL;ASX,CEO keynote,ASE capacity preparation for Marvell AI infrastructure products,partnership,"ASE said it is preparing manufacturing capacity for Marvell, reflecting a concrete supply-chain commitment to support Marvell’s expected AI infrastructure growth. This matters because optical and advanced packaging ramps require ecosystem capacity ahead of deployment.",,,,,announced,So we're busy now preparing the capacity for you.,0.66,1Er0n1pJUgg,https://www.youtube.com/watch?v=1Er0n1pJUgg
COMPUTEX,2026,2026-06-01,NVIDIA,NVDA,Jensen Huang,NVIDIA DSX AI factory infrastructure platform,platform,"NVIDIA DSX is an AI-factory reference design and operations platform spanning simulation, provisioning, power/cooling optimization, and grid interaction. It matters because NVIDIA is extending from chips and systems into full AI infrastructure design and operations.",overprovision power by up to 40%,40.0,%,,announced,NVIDIA DSX is the blueprint: a reference design for building and operating AI factories at maximum efficiency and profitability.,0.93,wSp6AiNIrsY,https://www.youtube.com/watch?v=wSp6AiNIrsY
COMPUTEX,2026,2026-06-01,NVIDIA,NVDA;2330.TW;MU,Jensen Huang,Vera Rubin platform full production,platform,"Vera Rubin is NVIDIA’s multi-rack, pod-scale agentic AI supercomputer platform spanning GPUs, Vera CPUs, BlueField storage/security, NVLink, and Spectrum-X networking. NVIDIA said it is now in full production, indicating the platform has moved beyond roadmap status.",,2.0,x,,shipping,Vera Rubin is in full production.,0.98,wSp6AiNIrsY,https://www.youtube.com/watch?v=wSp6AiNIrsY
COMPUTEX,2026,2026-06-01,NVIDIA,NVDA;2330.TW;MU;DELL;CRWV;MSFT,Jensen Huang,Vera Rubin NVL72,gpu,"Vera Rubin NVL72 is the GPU rack-scale subsystem for agentic AI thinking workloads such as prompt/context understanding, reasoning, and planning. It is part of the broader Vera Rubin pod-scale architecture.",,6000000000000.0,count,,shipping,"The Vera Rubin GPU — six trillion transistors with over 18,000 components on one board.",0.96,wSp6AiNIrsY,https://www.youtube.com/watch?v=wSp6AiNIrsY
COMPUTEX,2026,2026-06-01,NVIDIA,NVDA,Jensen Huang,Vera CPU,cpu,"Vera is NVIDIA’s new custom data-center CPU architecture built for agentic AI orchestration, tool use, memory movement, and low-latency interaction with GPUs. NVIDIA positions it as a major new growth driver and a CPU designed for agents rather than human-centric cloud workloads.",1.8 times the agentic sandbox performance of x86 CPUs,1.8,x,,announced,Vera delivers 1.8 times the agentic sandbox performance of x86 CPUs.,0.97,wSp6AiNIrsY,https://www.youtube.com/watch?v=wSp6AiNIrsY
COMPUTEX,2026,2026-06-01,NVIDIA,NVDA,Jensen Huang,Vera CPU rack,server,"The Vera CPU rack is a liquid-cooled rack-scale CPU system for orchestrating agentic AI workloads, memory movement, and tool launching. It is part of the Vera Rubin multi-rack system.",256 CPUs in a single liquid-cooled rack,256.0,count,,announced,"Then, the Vera CPU rack — 256 CPUs in a single liquid-cooled rack, orchestrating the models, shuffling memory, launching tools.",0.94,wSp6AiNIrsY,https://www.youtube.com/watch?v=wSp6AiNIrsY
COMPUTEX,2026,2026-06-01,NVIDIA,NVDA;2317.TW;2382.TW,Jensen Huang,Vera LPX rack with Groq LPUs,accelerator,"Vera LPX is a low-latency inference rack using Groq LPUs, complementary to Vera Rubin NVL72’s high-throughput token generation. It targets ultra-low-latency token generation in agentic systems.",40 petabytes per second of SRAM bandwidth,40.0,PB/s,,announced,"Foxconn and Quanta brought the Vera LPX rack to shape — 256 Groq LPUs across 16 trays, 40 petabytes per second of SRAM bandwidth — for ultra-low latency.",0.92,wSp6AiNIrsY,https://www.youtube.com/watch?v=wSp6AiNIrsY
COMPUTEX,2026,2026-06-01,NVIDIA,NVDA,Jensen Huang,Vera BlueField-4 STX,server,"Vera BlueField-4 STX is NVIDIA’s storage processing and security system for AI agent memory, combining compute, networking, storage acceleration, and in-silicon security. It is positioned as a critical-path component for agentic AI storage and context handling.",,,,,announced,Vera BlueField-4 STX — where AI keeps its memory.,0.9,wSp6AiNIrsY,https://www.youtube.com/watch?v=wSp6AiNIrsY
COMPUTEX,2026,2026-06-01,NVIDIA,NVDA;2330.TW,Jensen Huang,NVIDIA Spectrum-X Ethernet Photonics,networking,"NVIDIA announced Spectrum-X Ethernet Photonics, an Ethernet switch using co-packaged optics. It is intended for AI factory scale-out networking within Vera Rubin infrastructure.",200-gigabit co-packaged optics,200.0,Gb/s,,announced,And NVIDIA Spectrum-X Ethernet Photonics — the world’s first Ethernet switch with 200-gigabit co-packaged optics.,0.95,wSp6AiNIrsY,https://www.youtube.com/watch?v=wSp6AiNIrsY
COMPUTEX,2026,2026-06-01,NVIDIA,NVDA;MSFT,Jensen Huang,NVIDIA Agent Toolkit for Enterprise AI,software,"NVIDIA announced an enterprise agent toolkit spanning models, harnesses, tools/skills, and runtime to help companies build and deploy AI agents. The toolkit includes OpenShell as a secure enterprise harness/runtime and is optimized for NVIDIA AI platforms across cloud, on-prem, and devices.",,,,,announced,"And so, we have the NVIDIA Agent Toolkit for Enterprise AI.",0.96,wSp6AiNIrsY,https://www.youtube.com/watch?v=wSp6AiNIrsY
COMPUTEX,2026,2026-06-01,NVIDIA,NVDA;MSFT,Jensen Huang,NVIDIA OpenShell open-source agent harness,software,"OpenShell is NVIDIA’s secure enterprise shell for running agents with policy, privacy, identity, and privilege controls. NVIDIA said it is open source and being adopted by major enterprise software platforms.",,,,,announced,"And so this OpenShell is being adopted all over the world, and it is open source.",0.9,wSp6AiNIrsY,https://www.youtube.com/watch?v=wSp6AiNIrsY
COMPUTEX,2026,2026-06-01,NVIDIA,NVDA;CDNS,Jensen Huang,Cadence-NVIDIA chip design agents,partnership,"Cadence and NVIDIA are partnering on chip design agents that use Codex, Cadence Chip Stack, Nemotron, OpenShell, Xcelium, and JasperGold to accelerate RTL verification and debug. The commitment targets a major EDA workflow and shows agentic AI being applied to semiconductor design productivity.",over 40 times faster,40.0,x,,announced,Verification cycles over 40 times faster.,0.97,wSp6AiNIrsY,https://www.youtube.com/watch?v=wSp6AiNIrsY
COMPUTEX,2026,2026-06-01,NVIDIA,NVDA,Jensen Huang,Nemotron 3 Ultra,software,"Nemotron 3 Ultra is NVIDIA’s next open model for enterprise agents, released with model, training scripts, and data. It uses a hybrid SSM and Mixture-of-Experts architecture to improve speed and cost for reasoning and tool-use workloads.",,5.0,x,,announced,"Today, we’re announcing Nemotron 3 Ultra.",0.98,wSp6AiNIrsY,https://www.youtube.com/watch?v=wSp6AiNIrsY
COMPUTEX,2026,2026-06-01,NVIDIA,NVDA;2454.TW;MSFT;2330.TW,Jensen Huang,RTX Spark,platform,"RTX Spark is a new NVIDIA AI PC platform/chip for agentic Windows PCs, combining a Blackwell RTX GPU, custom Grace CPU, NVLink, and unified memory. It is built with MediaTek and Microsoft to run CUDA, Windows applications, and local or cloud-connected AI agents.",,1.0,PFLOPS,,announced,"Introducing RTX Spark — everything we’ve learned over 33 years, distilled into one chip.",0.97,wSp6AiNIrsY,https://www.youtube.com/watch?v=wSp6AiNIrsY
COMPUTEX,2026,2026-06-01,NVIDIA,NVDA;2454.TW;MSFT,Jensen Huang,RTX Spark laptops,platform,"NVIDIA announced RTX Spark laptops as the first AI-agent PC form factor based on the RTX Spark platform. The laptops are positioned as Windows-compatible, CUDA-capable machines for local agent workflows and accelerated applications.",,,,,announced,"Ladies and gentlemen, NVIDIA RTX Spark laptops.",0.9,wSp6AiNIrsY,https://www.youtube.com/watch?v=wSp6AiNIrsY
COMPUTEX,2026,2026-06-01,NVIDIA,NVDA;ADBE,Jensen Huang,Adobe Photoshop and Premiere for RTX Spark,partnership,Adobe is re-engineering Photoshop and Premiere for RTX Spark and adding agent-friendly MCP server support. NVIDIA said the RTX Spark release will double performance for these applications.,,2.0,x,,announced,"They have re-engineered the architecture, the core of Adobe Photoshop and Premiere, and they’ll release it for RTX Spark.",0.92,wSp6AiNIrsY,https://www.youtube.com/watch?v=wSp6AiNIrsY
COMPUTEX,2026,2026-06-01,NVIDIA,NVDA;MSFT;2377.TW,Jensen Huang,NVIDIA-Microsoft agentic Windows PC line,platform,"NVIDIA and Microsoft announced a new line of three Windows-compatible agentic PCs spanning laptop, desktop, and workstation form factors. NVIDIA framed it as a new product family with a roadmap across every future architecture generation.",,3.0,count,,announced,"And today we’re announcing a whole new line — three revolutionary Windows machines, covering desktop, laptop, and workstation — all 100% Windows compatible, 100% CUDA, 100% NVIDIA AI Tensor Core.",0.96,wSp6AiNIrsY,https://www.youtube.com/watch?v=wSp6AiNIrsY
